,Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Type_Combined,Outlet_Years,Outlet
3729,0,FDN12,110.0544,,0.081088593,15.6,OUT035,1,0,1,1,9,6
3730,0,FDW10,178.237,,0.07061746599999999,21.2,OUT013,2,2,1,1,26,1
3731,0,FDD02,117.7124,,0.050281492000000004,16.6,OUT035,1,0,1,1,9,6
3732,2,FDX35,229.4036,,0.133753866,5.035,OUT010,2,0,0,1,15,0
3733,2,FDT35,169.5816,,0.08145537900000001,19.85,OUT046,0,0,1,1,16,8
3734,0,DRN47,181.166,,0.029461464,12.792854228644991,OUT019,0,0,0,0,28,4
3735,0,FDB11,225.7404,,0.101847127,16.0,OUT010,2,0,0,1,15,0
3736,0,FDN20,168.4474,,0.026234991000000003,19.35,OUT045,1,0,1,1,11,7
3737,0,FDB59,199.4084,,0.01527601,18.25,OUT035,1,0,1,1,9,6
3738,2,FDJ58,172.8764,,0.105509616,15.6,OUT045,1,0,1,1,11,7
3739,2,FDU60,168.8132,,0.059901045,20.0,OUT046,0,0,1,1,16,8
3740,0,FDS03,66.2826,,0.079752411,7.825,OUT049,0,1,1,1,14,9
3741,0,FDU40,193.3478,,0.065489529,12.792854228644991,OUT019,0,0,0,1,28,4
3742,0,DRH15,45.7428,,0.110082155,8.775,OUT049,0,1,1,0,14,9
3743,0,FDD04,143.8154,,0.08953560199999999,12.792854228644991,OUT027,2,1,3,1,28,5
3744,2,FDQ01,253.5014,,0.160701642,19.7,OUT046,0,0,1,1,16,8
3745,2,FDF28,124.8046,,0.037857561,15.7,OUT035,1,0,1,1,9,6
3746,0,FDD22,112.6544,,0.166793159,10.0,OUT010,2,0,0,1,15,0
3747,0,FDY19,117.7466,,0.041364935,19.75,OUT046,0,0,1,1,16,8
3748,2,FDN33,92.9436,,0.123092484,6.305,OUT035,1,0,1,1,9,6
3749,0,FDV36,126.20200000000001,,0.026297031000000002,18.7,OUT035,1,0,1,1,9,6
3750,0,FDW01,152.4682,,0.107224173,14.5,OUT010,2,0,0,1,15,0
3751,0,FDJ28,192.4162,,0.021894972999999998,12.3,OUT049,0,1,1,1,14,9
3752,0,FDB17,179.1976,,0.036665172999999995,13.15,OUT035,1,0,1,1,9,6
3753,0,FDM40,140.8154,,0.160185608,10.195,OUT049,0,1,1,1,14,9
3754,0,FDV46,139.918,,0.06595278007399345,18.2,OUT045,1,0,1,1,11,7
3755,0,FDQ44,119.5756,,0.036196486,20.5,OUT049,0,1,1,1,14,9
3756,1,NCD42,37.2506,,0.012637846000000001,16.5,OUT046,0,0,1,2,16,8
3757,0,DRH37,163.8526,,0.041616357,17.6,OUT046,0,0,1,0,16,8
3758,0,FDR10,163.5552,,0.010080792,17.6,OUT018,2,1,2,1,4,3
3759,1,NCD06,46.306000000000004,,0.098844291,12.792854228644991,OUT027,2,1,3,2,28,5
3760,2,FDI53,161.2236,,0.137644954,8.895,OUT046,0,0,1,1,16,8
3761,0,FDG16,216.4192,,0.089799825,15.25,OUT035,1,0,1,1,9,6
3762,0,DRB25,107.1938,,0.069459722,12.3,OUT046,0,0,1,0,16,8
3763,0,FDY09,175.2054,,0.025200148999999998,15.6,OUT046,0,0,1,1,16,8
3764,2,FDX48,153.0656,,0.037964731,17.75,OUT045,1,0,1,1,11,7
3765,2,FDC03,196.2794,,0.12025630300000001,8.575,OUT010,2,0,0,1,15,0
3766,2,FDT47,95.9068,,0.024504201,5.26,OUT035,1,0,1,1,9,6
3767,2,FDW44,170.7448,,0.034980994,12.792854228644991,OUT027,2,1,3,1,28,5
3768,2,FDT24,75.6328,,0.186910605,12.35,OUT017,1,0,1,1,6,2
3769,2,FDT12,227.5062,,0.06595278007399345,12.792854228644991,OUT019,0,0,0,1,28,4
3770,1,NCS38,113.4176,,0.09017437699999999,8.6,OUT035,1,0,1,2,9,6
3771,2,FDO39,182.8608,,0.137340909,6.985,OUT035,1,0,1,1,9,6
3772,0,FDA13,38.7506,,0.078554948,15.85,OUT046,0,0,1,1,16,8
3773,2,FDO48,220.9456,,0.026835691000000002,15.0,OUT035,1,0,1,1,9,6
3774,0,DRJ01,159.2236,,0.115683076,6.135,OUT017,1,0,1,0,6,2
3775,0,FDD53,39.9454,,0.04440264,16.2,OUT018,2,1,2,1,4,3
3776,1,NCT05,255.9672,,0.020984423,10.895,OUT049,0,1,1,2,14,9
3777,2,FDQ51,45.3718,,0.06595278007399345,16.0,OUT045,1,0,1,1,11,7
3778,2,FDU60,167.3132,,0.059851197,20.0,OUT013,2,2,1,1,26,1
3779,2,FDC59,62.5168,,0.054628903,16.7,OUT046,0,0,1,1,16,8
3780,2,FDP36,52.2008,,0.09115516300000001,10.395,OUT035,1,0,1,1,9,6
3781,1,NCM19,111.4202,,0.047504439,12.65,OUT017,1,0,1,2,6,2
3782,0,FDL16,44.606,,0.168421008,12.85,OUT035,1,0,1,1,9,6
3783,2,FDE50,188.1556,,0.016271661,19.7,OUT018,2,1,2,1,4,3
3784,1,NCR18,44.5112,,0.020470576,15.85,OUT013,2,2,1,2,26,1
3785,1,NCD30,97.6726,,0.026844186000000003,19.7,OUT035,1,0,1,2,9,6
3786,2,FDH31,100.1042,,0.02039417,12.0,OUT013,2,2,1,1,26,1
3787,2,FDD56,173.4054,,0.181702355,12.792854228644991,OUT019,0,0,0,1,28,4
3788,0,FDC47,229.7694,,0.119075479,15.0,OUT049,0,1,1,1,14,9
3789,2,FDZ21,94.741,,0.039301403,17.6,OUT045,1,0,1,1,11,7
3790,2,FDM01,102.5332,,0.09471420800000001,7.895,OUT049,0,1,1,1,14,9
3791,2,FDF24,82.8934,,0.025349355,15.5,OUT013,2,2,1,1,26,1
3792,0,FDW23,38.8164,,0.08247618799999999,5.765,OUT017,1,0,1,1,6,2
3793,0,FDY52,61.3536,,0.00737822,6.365,OUT018,2,1,2,1,4,3
3794,0,DRH37,163.3526,,0.041414828,12.792854228644991,OUT027,2,1,3,0,28,5
3795,0,DRO47,113.486,,0.11168121199999999,12.792854228644991,OUT027,2,1,3,0,28,5
3796,2,FDR25,266.4884,,0.13973885,17.0,OUT049,0,1,1,1,14,9
3797,0,FDQ24,250.9724,,0.073309965,12.792854228644991,OUT027,2,1,3,1,28,5
3798,0,DRJ51,230.7668,,0.088352351,14.1,OUT018,2,1,2,0,4,3
3799,1,NCU06,230.101,,0.074392992,17.6,OUT035,1,0,1,2,9,6
3800,1,NCV18,81.825,,0.105674592,6.775,OUT018,2,1,2,2,4,3
3801,1,NCC06,127.5336,,0.026855683999999998,12.792854228644991,OUT027,2,1,3,2,28,5
3802,2,FDZ01,104.399,,0.009095747,8.975,OUT018,2,1,2,1,4,3
3803,2,FDT14,120.344,,0.128449579,10.695,OUT017,1,0,1,1,6,2
3804,0,FDD11,252.40400000000002,,0.053605948,12.792854228644991,OUT019,0,0,0,1,28,4
3805,0,FDN09,243.8828,,0.035071955,14.15,OUT017,1,0,1,1,6,2
3806,1,NCO18,177.7686,,0.04126117,13.15,OUT010,2,0,0,2,15,0
3807,2,FDZ50,183.6608,,0.0792367,12.8,OUT045,1,0,1,1,11,7
3808,2,FDS44,239.5538,,0.155914104,12.65,OUT013,2,2,1,1,26,1
3809,2,FDI36,197.7426,,0.062469866,12.5,OUT045,1,0,1,1,11,7
3810,2,FDA26,218.3482,,0.123727659,7.855,OUT010,2,0,0,1,15,0
3811,1,NCY53,112.6544,,0.058572263,20.0,OUT049,0,1,1,2,14,9
3812,0,FDF32,199.3426,,0.068186803,16.35,OUT049,0,1,1,1,14,9
3813,0,FDF59,126.302,,0.11924786400000001,12.5,OUT010,2,0,0,1,15,0
3814,0,FDB20,76.1986,,0.051980667,7.72,OUT046,0,0,1,1,16,8
3815,0,DRH11,57.1614,,0.075543678,5.98,OUT035,1,0,1,0,9,6
3816,0,FDT03,185.7608,,0.010014308000000001,21.25,OUT049,0,1,1,1,14,9
3817,1,NCH06,245.24599999999998,,0.076539909,12.3,OUT035,1,0,1,2,9,6
3818,2,FDR55,187.8872,,0.132288896,12.15,OUT049,0,1,1,1,14,9
3819,2,FDI10,171.7422,,0.078389501,8.51,OUT035,1,0,1,1,9,6
3820,0,FDZ12,141.247,,0.103187661,9.17,OUT045,1,0,1,1,11,7
3821,2,FDM12,187.8214,,0.070025696,16.7,OUT049,0,1,1,1,14,9
3822,0,DRB25,107.4938,,0.069600588,12.3,OUT045,1,0,1,0,11,7
3823,1,NCS41,182.7608,,0.053399539,12.85,OUT013,2,2,1,2,26,1
3824,1,NCT53,162.8526,,0.048191066,5.4,OUT049,0,1,1,2,14,9
3825,1,NCD55,39.9454,,0.024310931,14.0,OUT013,2,2,1,2,26,1
3826,2,FDY08,141.3838,,0.171341198,9.395,OUT049,0,1,1,1,14,9
3827,1,NCP55,54.4614,,0.011207422,14.65,OUT049,0,1,1,2,14,9
3828,0,FDA33,147.9076,,0.033871687000000004,6.48,OUT013,2,2,1,1,26,1
3829,0,FDQ33,148.6708,,0.09113126099999999,13.35,OUT013,2,2,1,1,26,1
3830,0,FDE45,179.6002,,0.040161882999999995,12.792854228644991,OUT027,2,1,3,1,28,5
3831,2,FDT26,120.944,,0.06789695700000001,18.85,OUT013,2,2,1,1,26,1
3832,1,NCV53,238.988,,0.018842851,8.27,OUT049,0,1,1,2,14,9
3833,2,FDK60,97.6068,,0.093409739,12.792854228644991,OUT027,2,1,3,1,28,5
3834,1,NCJ29,83.4224,,0.035192926,10.6,OUT046,0,0,1,2,16,8
3835,0,FDI15,265.0884,,0.141639229,13.8,OUT045,1,0,1,1,11,7
3836,0,FDX21,110.5912,,0.084895314,7.05,OUT013,2,2,1,1,26,1
3837,0,FDV49,263.4226,,0.045220091,12.792854228644991,OUT019,0,0,0,1,28,4
3838,0,DRO59,76.9012,,0.054154252,11.8,OUT046,0,0,1,0,16,8
3839,2,FDZ14,122.4756,,0.047685207,7.71,OUT045,1,0,1,1,11,7
3840,0,FDP32,126.0678,,0.08724494199999999,12.792854228644991,OUT027,2,1,3,1,28,5
3841,2,FDC33,198.6768,,0.069328283,8.96,OUT017,1,0,1,1,6,2
3842,2,FDT14,121.64399999999999,,0.21378898300000002,10.695,OUT010,2,0,0,1,15,0
3843,1,NCN54,78.5328,,0.021223197000000003,12.792854228644991,OUT027,2,1,3,2,28,5
3844,2,FDR57,155.3288,,0.023383182000000002,12.792854228644991,OUT027,2,1,3,1,28,5
3845,0,DRK12,32.39,,0.041886317,9.5,OUT046,0,0,1,0,16,8
3846,2,FDX52,194.882,,0.042067869,11.5,OUT049,0,1,1,1,14,9
3847,0,FDX08,179.3318,,0.037834547999999996,12.85,OUT010,2,0,0,1,15,0
3848,0,FDP10,105.8622,,0.214396632,19.0,OUT010,2,0,0,1,15,0
3849,1,NCP50,78.7618,,0.020601542,17.35,OUT045,1,0,1,2,11,7
3850,1,NCL06,259.8594,,0.072006662,14.65,OUT013,2,2,1,2,26,1
3851,0,FDP25,219.3824,,0.02118987,15.2,OUT013,2,2,1,1,26,1
3852,0,FDE53,104.52799999999999,,0.02685779,10.895,OUT013,2,2,1,1,26,1
3853,0,FDL27,66.3826,,0.010691082,6.17,OUT017,1,0,1,1,6,2
3854,0,FDC35,208.1638,,0.123028674,7.435,OUT049,0,1,1,1,14,9
3855,0,DRJ47,171.308,,0.074065937,18.25,OUT010,2,0,0,0,15,0
3856,0,FDD16,75.8696,,0.036501185,20.5,OUT018,2,1,2,1,4,3
3857,1,NCN42,146.9418,,0.014244729,20.25,OUT049,0,1,1,2,14,9
3858,0,FDC38,132.8942,,0.121900785,12.792854228644991,OUT027,2,1,3,1,28,5
3859,1,NCO07,212.15599999999998,,0.009796094,9.06,OUT045,1,0,1,2,11,7
3860,0,FDQ20,38.6138,,0.029831146,8.325,OUT049,0,1,1,1,14,9
3861,0,FDI32,113.2834,,0.174373447,17.7,OUT046,0,0,1,1,16,8
3862,0,FDN20,170.3474,,0.043823122,19.35,OUT010,2,0,0,1,15,0
3863,0,DRJ51,229.5668,,0.087567787,12.792854228644991,OUT027,2,1,3,0,28,5
3864,0,FDU08,97.6042,,0.027370814,10.3,OUT045,1,0,1,1,11,7
3865,0,DRN37,167.4158,,0.16860431399999998,12.792854228644991,OUT019,0,0,0,0,28,4
3866,0,FDD05,121.8098,,0.027804204,19.35,OUT010,2,0,0,1,15,0
3867,2,FDW15,148.6734,,0.055113595999999994,15.35,OUT046,0,0,1,1,16,8
3868,0,FDI52,124.3072,,0.104678138,18.7,OUT046,0,0,1,1,16,8
3869,0,DRM11,261.6278,,0.06595278007399345,6.57,OUT049,0,1,1,0,14,9
3870,1,NCO06,32.0558,,0.10824952199999999,19.25,OUT045,1,0,1,2,11,7
3871,0,FDU38,190.4504,,0.082678239,10.8,OUT049,0,1,1,1,14,9
3872,0,FDU59,161.5552,,0.096778863,5.78,OUT018,2,1,2,1,4,3
3873,2,FDJ10,138.6838,,0.129503664,5.095,OUT046,0,0,1,1,16,8
3874,0,FDM13,132.8626,,0.063273547,6.425,OUT049,0,1,1,1,14,9
3875,1,NCJ30,167.979,,0.141191067,12.792854228644991,OUT019,0,0,0,2,28,4
3876,2,FDM45,121.7756,,0.08855399800000001,8.655,OUT018,2,1,2,1,4,3
3877,2,FDP36,50.1008,,0.091357303,10.395,OUT045,1,0,1,1,11,7
3878,1,NCD30,97.3726,,0.044940161,19.7,OUT010,2,0,0,2,15,0
3879,0,FDN48,93.7804,,0.065318118,13.35,OUT017,1,0,1,1,6,2
3880,0,FDY32,161.221,,0.12944197699999999,7.605,OUT049,0,1,1,1,14,9
3881,2,FDU47,141.5838,,0.11385446800000001,12.8,OUT046,0,0,1,1,16,8
3882,0,FDF17,198.21099999999998,,0.074623672,12.792854228644991,OUT019,0,0,0,1,28,4
3883,0,FDP34,156.963,,0.138004065,12.85,OUT017,1,0,1,1,6,2
3884,2,FDA47,163.621,,0.116855192,10.5,OUT049,0,1,1,1,14,9
3885,0,DRD27,98.7042,,0.023724475,12.792854228644991,OUT027,2,1,3,0,28,5
3886,2,FDW38,54.1298,,0.13896124099999999,5.325,OUT045,1,0,1,1,11,7
3887,0,FDZ15,120.1782,,0.036541979,12.792854228644991,OUT019,0,0,0,1,28,4
3888,2,FDZ03,187.324,,0.078405146,12.792854228644991,OUT027,2,1,3,1,28,5
3889,1,NCN19,188.85299999999998,,0.012118358999999999,13.1,OUT049,0,1,1,2,14,9
3890,0,FDG02,190.2188,,0.011259035,7.855,OUT035,1,0,1,1,9,6
3891,2,FDS31,182.4318,,0.044184016,13.1,OUT035,1,0,1,1,9,6
3892,2,FDW43,228.1036,,0.039263694,12.792854228644991,OUT019,0,0,0,1,28,4
3893,2,FDZ47,99.8042,,0.132726034,20.7,OUT010,2,0,0,1,15,0
3894,0,FDO57,160.9578,,0.109325071,20.75,OUT017,1,0,1,1,6,2
3895,1,NCL07,39.148,,0.031312479,13.85,OUT013,2,2,1,2,26,1
3896,1,NCV42,110.7228,,0.031395831,6.26,OUT013,2,2,1,2,26,1
3897,2,FDP40,112.5544,,0.034551507,4.555,OUT017,1,0,1,1,6,2
3898,2,FDP48,184.695,,0.077078963,12.792854228644991,OUT019,0,0,0,1,28,4
3899,0,FDH21,160.3604,,0.031401634,10.395,OUT017,1,0,1,1,6,2
3900,1,NCP02,59.7562,,0.044878428,7.105,OUT049,0,1,1,2,14,9
3901,0,FDK24,45.6744,,0.06595278007399345,9.195,OUT049,0,1,1,1,14,9
3902,0,FDC41,75.067,,0.117150348,15.6,OUT045,1,0,1,1,11,7
3903,2,FDF08,86.1856,,0.06557639999999999,14.3,OUT017,1,0,1,1,6,2
3904,2,FDO49,52.1008,,0.033239125,10.6,OUT017,1,0,1,1,6,2
3905,2,FDS56,260.8252,,0.038569182,12.792854228644991,OUT027,2,1,3,1,28,5
3906,2,FDX46,60.5562,,0.058353500999999995,12.3,OUT018,2,1,2,1,4,3
3907,2,FDQ07,220.4456,,0.087334125,15.1,OUT013,2,2,1,1,26,1
3908,0,FDC32,92.0462,,0.16588815,18.35,OUT010,2,0,0,1,15,0
3909,0,FDT21,248.0092,,0.035703488,12.792854228644991,OUT019,0,0,0,1,28,4
3910,2,FDG58,155.1972,,0.086957199,10.695,OUT045,1,0,1,1,11,7
3911,2,FDW14,85.9198,,0.038270946,8.3,OUT049,0,1,1,1,14,9
3912,0,DRA12,140.0154,,0.040747616,12.792854228644991,OUT027,2,1,3,0,28,5
3913,2,FDV27,88.5514,,0.039956751,7.97,OUT013,2,2,1,1,26,1
3914,0,DRD25,112.38600000000001,,0.078906336,6.135,OUT013,2,2,1,0,26,1
3915,0,DRF48,186.3898,,0.051550615,12.792854228644991,OUT027,2,1,3,0,28,5
3916,0,FDX24,92.6462,,0.06595278007399345,8.355,OUT017,1,0,1,1,6,2
3917,0,DRJ51,229.8668,,0.087993901,14.1,OUT046,0,0,1,0,16,8
3918,0,FDE45,180.0002,,0.040439161,12.1,OUT045,1,0,1,1,11,7
3919,2,FDE14,101.17,,0.031445152000000004,13.65,OUT046,0,0,1,1,16,8
3920,0,FDG53,138.118,,0.045949933,10.0,OUT045,1,0,1,1,11,7
3921,0,FDT08,148.905,,0.049218499000000006,13.65,OUT046,0,0,1,1,16,8
3922,0,DRC27,246.9802,,0.057821105,12.792854228644991,OUT027,2,1,3,0,28,5
3923,2,FDG20,176.7028,,0.125664151,15.5,OUT035,1,0,1,1,9,6
3924,2,FDC21,108.3254,,0.04295882,14.6,OUT046,0,0,1,1,16,8
3925,0,FDV31,177.237,,0.107152044,9.8,OUT018,2,1,2,1,4,3
3926,2,FDB58,141.1154,,0.013523837,10.5,OUT045,1,0,1,1,11,7
3927,0,FDV23,124.6046,,0.105836765,11.0,OUT046,0,0,1,1,16,8
3928,2,FDA25,102.59899999999999,,0.119279404,12.792854228644991,OUT019,0,0,0,1,28,4
3929,0,FDC15,158.6288,,0.177969055,18.1,OUT046,0,0,1,1,16,8
3930,2,FDU47,138.6838,,0.11403148099999999,12.8,OUT049,0,1,1,1,14,9
3931,2,FDE23,46.606,,0.06595278007399345,17.6,OUT013,2,2,1,1,26,1
3932,0,FDS08,177.037,,0.056913819000000004,5.735,OUT013,2,2,1,1,26,1
3933,2,FDW03,104.3306,,0.024422434,12.792854228644991,OUT027,2,1,3,1,28,5
3934,2,FDJ60,163.3184,,0.06278314,19.35,OUT018,2,1,2,1,4,3
3935,0,FDM34,129.2626,,0.067829083,19.0,OUT017,1,0,1,1,6,2
3936,0,FDW33,105.52799999999999,,0.09903810199999999,9.395,OUT013,2,2,1,1,26,1
3937,0,FDZ40,54.3298,,0.040149309,8.935,OUT013,2,2,1,1,26,1
3938,2,FDE33,80.5644,,0.049837799,19.35,OUT018,2,1,2,1,4,3
3939,1,NCC06,127.7336,,0.045169645999999994,19.0,OUT010,2,0,0,2,15,0
3940,0,FDU11,119.4098,,0.092593652,4.785,OUT046,0,0,1,1,16,8
3941,0,FDL44,162.9894,,0.012344551,18.25,OUT017,1,0,1,1,6,2
3942,1,NCZ29,127.1362,,0.071775164,15.0,OUT017,1,0,1,2,6,2
3943,2,FDG28,244.9144,,0.06595278007399345,9.285,OUT010,2,0,0,1,15,0
3944,2,FDL12,59.522,,0.12212820099999999,15.85,OUT018,2,1,2,1,4,3
3945,2,FDD52,108.95700000000001,,0.18433167,18.25,OUT017,1,0,1,1,6,2
3946,2,FDO15,72.2038,,0.008559416,16.75,OUT013,2,2,1,1,26,1
3947,1,NCN29,49.3034,,0.012057789,12.792854228644991,OUT027,2,1,3,2,28,5
3948,0,FDW36,107.7622,,0.056885263,11.15,OUT013,2,2,1,1,26,1
3949,0,FDB21,239.9854,,0.148520605,7.475,OUT046,0,0,1,1,16,8
3950,2,FDZ28,128.8678,,0.051449648,20.0,OUT013,2,2,1,1,26,1
3951,0,FDY10,114.6176,,0.049058599,17.6,OUT035,1,0,1,1,9,6
3952,0,DRG39,53.0982,,0.042419588,14.15,OUT017,1,0,1,0,6,2
3953,2,FDN28,102.699,,0.030222732000000002,5.88,OUT013,2,2,1,1,26,1
3954,0,FDV15,104.4648,,0.146144813,10.3,OUT035,1,0,1,1,9,6
3955,0,DRI13,217.6508,,0.020323118,15.35,OUT035,1,0,1,0,9,6
3956,2,FDH20,96.041,,0.024949113,16.1,OUT046,0,0,1,1,16,8
3957,0,FDY51,220.2798,,0.081067307,12.5,OUT013,2,2,1,1,26,1
3958,0,FDE16,207.7954,,0.026321792000000004,8.895,OUT013,2,2,1,1,26,1
3959,0,FDX40,37.1164,,0.099396395,12.85,OUT018,2,1,2,1,4,3
3960,0,FDC48,80.5592,,0.015923898,9.195,OUT018,2,1,2,1,4,3
3961,0,FDS14,155.9288,,0.049963882,7.285,OUT046,0,0,1,1,16,8
3962,2,FDX56,208.7638,,0.07447838400000001,17.1,OUT017,1,0,1,1,6,2
3963,2,FDI10,171.1422,,0.078404327,8.51,OUT046,0,0,1,1,16,8
3964,0,FDI14,142.3496,,0.089603145,14.1,OUT013,2,2,1,1,26,1
3965,0,DRM48,35.8848,,0.11280271900000001,15.2,OUT013,2,2,1,0,26,1
3966,1,NCH07,158.6604,,0.09221828800000001,12.792854228644991,OUT027,2,1,3,2,28,5
3967,2,FDY26,210.7244,,0.030485136,20.6,OUT013,2,2,1,1,26,1
3968,0,FDD02,119.0124,,0.050047465,12.792854228644991,OUT027,2,1,3,1,28,5
3969,2,FDM12,188.1214,,0.06991699400000001,16.7,OUT046,0,0,1,1,16,8
3970,0,DRF01,145.5102,,0.29304837899999997,5.655,OUT010,2,0,0,0,15,0
3971,0,FDV36,126.50200000000001,,0.026302004,18.7,OUT046,0,0,1,1,16,8
3972,0,DRI59,223.5088,,0.040800687999999995,9.5,OUT013,2,2,1,0,26,1
3973,0,FDV03,156.5314,,0.058327908,17.6,OUT018,2,1,2,1,4,3
3974,2,FDO39,182.9608,,0.06595278007399345,6.985,OUT017,1,0,1,1,6,2
3975,1,NCB07,197.81099999999998,,0.07782328200000001,19.2,OUT018,2,1,2,2,4,3
3976,0,FDH38,115.9808,,0.010387683,12.792854228644991,OUT027,2,1,3,1,28,5
3977,2,FDZ13,49.435,,0.153465955,7.84,OUT035,1,0,1,1,9,6
3978,1,NCZ30,122.3098,,0.026184983,6.59,OUT046,0,0,1,2,16,8
3979,1,NCA06,35.419000000000004,,0.143256515,20.5,OUT035,1,0,1,2,9,6
3980,2,FDB04,86.7856,,0.06332460599999999,11.35,OUT049,0,1,1,1,14,9
3981,2,FDN50,93.012,,0.026497757,16.85,OUT013,2,2,1,1,26,1
3982,1,NCG06,256.7646,,0.02949114,16.35,OUT049,0,1,1,2,14,9
3983,1,NCY17,45.0086,,0.163760524,18.2,OUT018,2,1,2,2,4,3
3984,0,FDC23,178.7686,,0.017906203,18.0,OUT046,0,0,1,1,16,8
3985,0,FDK33,212.25599999999997,,0.011252718,17.85,OUT049,0,1,1,1,14,9
3986,2,FDR03,208.19799999999998,,0.008749518000000001,15.7,OUT049,0,1,1,1,14,9
3987,2,FDZ07,63.1194,,0.094081729,15.1,OUT045,1,0,1,1,11,7
3988,0,FDO38,78.4986,,0.072778438,17.25,OUT013,2,2,1,1,26,1
3989,2,FDS59,108.15700000000001,,0.043893445999999996,14.8,OUT046,0,0,1,1,16,8
3990,0,DRM11,260.1278,,0.115679302,12.792854228644991,OUT019,0,0,0,0,28,4
3991,2,FDX52,194.382,,0.041799167000000005,12.792854228644991,OUT027,2,1,3,1,28,5
3992,0,DRJ35,59.3878,,0.046774317999999995,10.1,OUT018,2,1,2,0,4,3
3993,1,NCP53,239.3906,,0.032890347,14.75,OUT046,0,0,1,2,16,8
3994,2,FDW15,148.8734,,0.096496792,12.792854228644991,OUT019,0,0,0,1,28,4
3995,0,DRI47,143.7128,,0.020962606,14.7,OUT045,1,0,1,0,11,7
3996,2,DRZ11,123.0388,,0.11264364,8.85,OUT035,1,0,1,0,9,6
3997,2,FDS02,196.2794,,0.14574596,10.195,OUT013,2,2,1,1,26,1
3998,0,DRD49,238.1564,,0.168514737,9.895,OUT018,2,1,2,0,4,3
3999,2,FDW38,52.4298,,0.138895605,5.325,OUT049,0,1,1,1,14,9
4000,0,FDR21,178.037,,0.117195348,12.792854228644991,OUT019,0,0,0,1,28,4
4001,2,FDE40,63.7194,,0.099061255,15.6,OUT013,2,2,1,1,26,1
4002,2,FDI02,110.8202,,0.114797434,15.7,OUT045,1,0,1,1,11,7
4003,0,FDQ04,39.5796,,0.06595278007399345,6.4,OUT045,1,0,1,1,11,7
4004,0,FDY14,265.3226,,0.07043637,10.3,OUT017,1,0,1,1,6,2
4005,1,NCT54,96.6094,,0.119535605,8.695,OUT046,0,0,1,2,16,8
4006,0,DRD25,111.88600000000001,,0.079418753,6.135,OUT017,1,0,1,0,6,2
4007,0,DRE01,241.8512,,0.167494193,10.1,OUT045,1,0,1,0,11,7
4008,2,FDJ12,209.2296,,0.065346821,8.895,OUT010,2,0,0,1,15,0
4009,1,NCZ05,103.79899999999999,,0.058222587,8.485,OUT049,0,1,1,2,14,9
4010,0,DRB25,108.7938,,0.121615007,12.792854228644991,OUT019,0,0,0,0,28,4
4011,1,NCC31,157.1972,,0.01991076,8.02,OUT045,1,0,1,2,11,7
4012,2,FDM16,75.5354,,0.03362345,8.155,OUT045,1,0,1,1,11,7
4013,0,DRG11,105.9596,,0.083968636,6.385,OUT049,0,1,1,0,14,9
4014,0,FDV24,148.705,,0.102772236,12.792854228644991,OUT027,2,1,3,1,28,5
4015,0,FDV43,44.5086,,0.076855628,16.0,OUT046,0,0,1,1,16,8
4016,2,FDG05,155.16299999999998,,0.08820499400000001,11.0,OUT018,2,1,2,1,4,3
4017,0,FDV23,123.9046,,0.06595278007399345,11.0,OUT010,2,0,0,1,15,0
4018,2,FDI58,92.012,,0.070992494,7.64,OUT018,2,1,2,1,4,3
4019,2,FDQ11,257.9988,,0.06808387,5.695,OUT017,1,0,1,1,6,2
4020,2,FDC05,197.4768,,0.09830621699999999,12.792854228644991,OUT027,2,1,3,1,28,5
4021,2,FDF40,247.8092,,0.022493399,20.25,OUT013,2,2,1,1,26,1
4022,0,FDU02,227.9352,,0.10292909300000001,13.35,OUT018,2,1,2,1,4,3
4023,2,FDT32,186.5214,,0.065579315,19.0,OUT013,2,2,1,1,26,1
4024,1,NCF06,260.9962,,0.020312603999999998,6.235,OUT017,1,0,1,2,6,2
4025,0,FDT46,51.3008,,0.06595278007399345,11.35,OUT013,2,2,1,1,26,1
4026,0,FDR58,91.5462,,0.070167934,6.675,OUT010,2,0,0,1,15,0
4027,2,FDY04,162.321,,0.042476445,17.7,OUT046,0,0,1,1,16,8
4028,0,FDT58,166.8816,,0.086129035,9.0,OUT045,1,0,1,1,11,7
4029,0,FDE46,152.0366,,0.015794211000000002,18.6,OUT049,0,1,1,1,14,9
4030,0,DRH11,56.0614,,0.075985352,5.98,OUT017,1,0,1,0,6,2
4031,0,DRI51,171.0764,,0.04224163,17.25,OUT046,0,0,1,0,16,8
4032,0,FDC35,205.6638,,0.12353251400000001,7.435,OUT017,1,0,1,1,6,2
4033,2,FDP45,252.4724,,0.030619052999999997,15.7,OUT035,1,0,1,1,9,6
4034,0,FDC45,169.1106,,0.06595278007399345,17.0,OUT017,1,0,1,1,6,2
4035,2,FDU01,184.0924,,0.012019598000000001,20.25,OUT045,1,0,1,1,11,7
4036,0,FDJ53,121.0098,,0.119271136,10.5,OUT010,2,0,0,1,15,0
4037,0,FDJ46,173.6054,,0.045076978,11.1,OUT017,1,0,1,1,6,2
4038,2,FDX07,185.095,,0.022899739,19.2,OUT013,2,2,1,1,26,1
4039,1,NCI30,248.046,,0.05902715099999999,20.25,OUT049,0,1,1,2,14,9
